response_id,status,language,sessionid,user_agent,tags,ip_address,longitude,latitude,country,city,state_region,postal,which_higher_education_institution_do_you_or_did_you_study_at?,what_is_your_current_year_of_study_as_of_2025?,what_will_be_your_highest_qualification_when_you_graduate?,which_of_the_following_best_describes_the_main_subject_that_you_are_studying?,please_indicate_your_nationality,what_is_your_gender?,which_of_these_statements_best_describes_your_current_perception_of_the_organisation_as_an_employer?,types_of_roles_available:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),career_progression_and_development:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),compensation_and_benefits:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),work-life_balance_and_culture:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),application_and_interview_process:what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3),other_-_write_in_(required):what_do_you_wish_to_learn_more_about_regarding_the_organisation_as_an_employer?_(pick_3)__1,"on_a_scale_from_1_to_10_(1_–_low,_10_–_high),_how_would_you_rate_the_attractiveness_of_the_organisation_as_an_employer?",which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,other_-_write_in_(required):which_of_these_factors_would_most_motivate_you_to_apply_for_a_position_at_the_organisation?,student_interest_profile,time_taken,student_segment,rating_col,year_group,nationality_group,gender_group,field_group,perception_group,motivation_group,score_group,segment
1922,Complete,English,1762847864_6912ec78902b24.60414088,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7.2 Mobile/15E148 Safari/604.1",,137.132.26.237,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.2166666666666666,Early Talent (Internship Seekers),5.0,Year 1,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1924,Complete,English,1762847899_6912ec9b199037.53619975,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,137.132.26.34,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Learning and development,,"Compensation and benefits, Work-life balance and culture, Application and interview process",0.8666666666666667,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,IT/Tech,Unfamiliar/No Opinion,Learning & Development,Medium (5-7),Disengaged/Non-Target
1925,Complete,English,1762847908_6912eca406d6a5.74546826,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.52,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,7.0,Work-life balance,,"Types of roles available, Career progression and development, Application and interview process",1.4,Early Talent (Internship Seekers),7.0,Year 2,Singaporean/PR,Male,Social Sciences,Familiar & Positive,Work-Life Balance,Medium (5-7),Other Segment
1926,Complete,English,1762848005_6912ed05a2b2c0.50471622,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.223,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",1.55,Early Talent (Internship Seekers),5.0,Year 2,Singaporean/PR,Male,Social Sciences,Unfamiliar/No Opinion,Career Growth Opportunities,Medium (5-7),Disengaged/Non-Target
1927,Complete,English,1762847730_6912ebf2d21e75.79935928,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",,210.10.0.107,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,,Application and interview process,,,6.0,Meaningful work impact,,"Types of roles available, Compensation and benefits, Application and interview process",1.1333333333333333,Late Talent (Graduate Seekers),6.0,Year 4,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,Medium (5-7),High Potential but Uninformed
1929,Complete,English,1762848298_6912ee2a799837.51555710,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36",,117.20.154.119,103.74729919434,1.3849999904633,Singapore,Singapore,0,68.0,National University of Singapore (NUS),Year 4,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Meaningful work impact,,"Types of roles available, Career progression and development, Compensation and benefits",1.0833333333333333,Late Talent (Graduate Seekers),8.0,Year 4,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Meaningful Work Impact,High (8-10),High Potential but Uninformed
1934,Complete,English,1762848601_6912ef59cd1c77.59772035,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.128,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Job security,,"Types of roles available, Career progression and development, Compensation and benefits",161.65,Early Talent (Internship Seekers),2.0,Year 2,Singaporean/PR,Female,Social Sciences,Recognize but Unclear,Job Security,Low (1-4),Disengaged/Non-Target
1935,Complete,English,1762848611_6912ef631cbf50.84902177,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,137.132.26.131,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,8.0,Meaningful work impact,,"Types of roles available, Career progression and development, Work-life balance and culture",9.7,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Meaningful Work Impact,High (8-10),High Potential but Uninformed
1936,Complete,English,1762849363_6912f253cfa990.99541494,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Mobile Safari/537.36",,111.65.70.139,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 2,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",1.85,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Male,IT/Tech,Recognize but Unclear,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1937,Complete,English,1762849915_6912f47b0063e9.37810460,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,137.132.26.50,103.76309967041,1.3099000453949,Singapore,Singapore,0,12.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,6.0,Job security,,"Types of roles available, Work-life balance and culture, Application and interview process",1.0,Late Talent (Graduate Seekers),6.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Job Security,Medium (5-7),High Potential but Uninformed
1938,Complete,English,1762854848_691307c0541021.09660615,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/142.0.7444.128 Mobile/15E148 Safari/604.1",,122.11.246.9,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",2.55,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Female,Business/Management,Positive but Uninformed,Career Growth Opportunities,Medium (5-7),High Potential but Uninformed
1939,Complete,English,1762856191_69130cff24c315.40292351,"Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36",,111.65.32.103,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Career growth opportunities,,"Types of roles available, Career progression and development, Work-life balance and culture",2.1,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Career Growth Opportunities,Medium (5-7),Disengaged/Non-Target
1940,Complete,English,1762856174_69130cee63aa50.46002100,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,122.11.214.146,103.8637008667,1.3595999479294,Singapore,Singapore,0,55.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,5.0,Career growth opportunities,,"Types of roles available, Career progression and development, Application and interview process",2.1,Late Talent (Graduate Seekers),5.0,Year 3,Singaporean/PR,Male,Medicine/Health,Unfamiliar/No Opinion,Career Growth Opportunities,Medium (5-7),Disengaged/Non-Target
1941,Complete,English,1762860116_69131c54085103.60303708,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.2 Mobile/22D82 Safari/604.1",,111.65.70.39,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Singapore Management University (SMU),Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,"Types of roles available, Career progression and development, Compensation and benefits",1.9833333333333334,Early Talent (Internship Seekers),6.0,Year 2,Singaporean/PR,Female,Business/Management,Familiar & Positive,Career Growth Opportunities,Medium (5-7),Other Segment
1942,Complete,English,1762863117_6913280d5089c2.08030196,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.64.172,103.88590240479,1.3552000522614,Singapore,Singapore,0,53.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,4.0,Work-life balance,,"Types of roles available, Work-life balance and culture, Application and interview process",1.5166666666666666,Late Talent (Graduate Seekers),4.0,Year 3,Singaporean/PR,Female,Social Sciences,Unfamiliar/No Opinion,Work-Life Balance,Low (1-4),Disengaged/Non-Target
1943,Complete,English,1762868296_69133c48ddcc11.09609063,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.33.243,103.83670043945,1.3652000427246,Singapore,Singapore,0,57.0,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Medicine, Dentistry and related subjects",Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,,,Work-life balance and culture,Application and interview process,,,6.0,Job security,,"Types of roles available, Work-life balance and culture, Application and interview process",2.316666666666667,Early Talent (Internship Seekers),6.0,Year 1,Singaporean/PR,Female,Medicine/Health,Unfamiliar/No Opinion,Job Security,Medium (5-7),Disengaged/Non-Target
1944,Complete,English,1762869343_6913405fbaec84.69713432,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/141.0.3537.99 Version/26.0 Mobile/15E148 Safari/604.1",,118.200.192.83,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,,Work-life balance and culture,Application and interview process,,,8.0,Learning and development,,"Types of roles available, Work-life balance and culture, Application and interview process",1.3,Early Talent (Internship Seekers),8.0,Year 2,Singaporean/PR,Female,Economics,Positive but Uninformed,Learning & Development,High (8-10),High Potential but Uninformed
1946,Complete,English,1762869849_691342595ee6d0.76639820,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.234.50.60,103.85540008545,1.3035999536514,Singapore,Singapore,0,18.0,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,8.0,Work-life balance,,"Types of roles available, Career progression and development, Compensation and benefits",1.2833333333333334,Late Talent (Graduate Seekers),8.0,Year 3,Singaporean/PR,Female,Social Sciences,Positive but Uninformed,Work-Life Balance,High (8-10),High Potential but Uninformed
1947,Complete,English,1762872260_69134bc4efd479.71486681,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.13,103.64980316162,1.3154000043869,Singapore,Tuas,0,63.0,Nanyang Technological University (NTU),Year 4,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,7.0,Job security,,"Career progression and development, Compensation and benefits, Work-life balance and culture",1.35,Late Talent (Graduate Seekers),7.0,Year 4,Singaporean/PR,Female,Economics,Familiar & Positive,Job Security,Medium (5-7),Other Segment
